Formula SMILES Hf_298K_G4 Acyclic Alicyclic Conjugated Heterocyclic Hydrocarbon N-containing O-containing S-containing Cl-containing Sparse_Fragment_Containing
C9H10O2 Cc1ccc(c(C)c1)C(O)=O -79.12217824 0 1 1 0 0 0 1 0 0 0
C9H10O2 Cc1ccc(C)c(c1)C(O)=O -78.96090843 0 1 1 0 0 0 1 0 0 0
C9H10O2 CCc1cccc(c1)C(O)=O -78.36979495 0 1 1 0 0 0 1 0 0 0
C9H10O2 Cc1cccc(C(O)=O)c1C -79.29662574 0 1 1 0 0 0 1 0 0 0
C9H10O2 Cc1cccc(C)c1C(O)=O -79.08139015 0 1 1 0 0 0 1 0 0 0
C9H10O2 CCc1ccccc1C(O)=O -77.33252257 0 1 1 0 0 0 1 0 0 0
C9H10O2 COC(=O)c1ccc(C)cc1 -75.0270545 0 1 1 0 0 0 1 0 0 0
C9H10O2 COc1ccc(cc1)C(C)=O -57.72286632 0 1 1 0 0 0 1 0 0 0
C9H10O2 COc1cccc(c1)C(C)=O -57.53837867 0 1 1 0 0 0 1 0 0 0
C9H10O2 COc1ccccc1C(C)=O -54.66124991 0 1 1 0 0 0 1 0 0 0
C9H10O2 C1COC(O1)c2ccccc2 -48.43322308 0 1 0 1 0 0 1 0 0 0
C9H10O2 C1OC1COc2ccccc2 -25.33649932 0 0 1 1 0 0 1 0 0 0
C9H10O3 COC(=O)c1ccc(OC)cc1 -104.0308792 0 1 1 0 0 0 1 0 0 0
C9H10O4 COc1ccc(OC)c(c1)C(O)=O -141.6027118 0 1 1 0 0 0 1 0 0 0
C9H10O5 CC(=O)OC(OC(C)=O)c1occc1 -190.4232708 0 0 1 1 0 0 1 0 0 0
C9H11N C1CCc2ncccc2C1 16.69331673 0 0 1 1 0 1 0 0 0 0
C9H11N C1CNc2ccccc2C1 19.06153569 0 1 1 0 0 1 0 0 0 0
C9H11N N#CC1CC2CCC1C=C2 35.72252715 1 0 0 0 0 1 0 0 0 0
C9H11NO CN(C)C(=O)c1ccccc1 -21.36169782 0 1 1 0 0 1 1 0 0 0
C9H11NO2 NC(Cc1ccccc1)C(O)=O -75.45709742 0 1 1 0 0 1 1 0 0 0
C9H11NO3 NC(Cc1ccc(O)cc1)C(O)=O -118.5020635 0 1 1 0 0 1 1 0 0 0
C9H11NS CN(C)C(=S)c1ccccc1 34.69483974 0 1 1 0 0 1 0 1 0 1
C9H12 Cc1cc(C)cc(C)c1 -5.113116394 0 1 1 0 1 0 0 0 0 0
C9H12 Cc1ccc(C)c(C)c1 -3.516733498 0 1 1 0 1 0 0 0 0 0
C9H12 Cc1cccc(C)c1C -2.396002424 0 1 1 0 1 0 0 0 0 0
C9H12 CCc1ccccc1C -0.298867346 0 1 1 0 1 0 0 0 0 0
C9H12 CCCc1ccccc1 1.810190403 0 1 1 0 1 0 0 0 0 0
C9H12 C1C=CCC2C=CCC12 25.10018694 0 1 0 0 1 0 0 0 0 0
C9H12 C/C=C1/CC2CC1C=C2 34.60192822 0 1 0 0 1 0 0 0 0 0
C9H12 C=CC1CC2CC1C=C2 38.02247977 0 1 0 0 1 0 0 0 0 0
C9H12 C/1\C=C/C/C=C\C/C=C1 45.73519289 0 1 0 0 1 0 0 0 0 0
C9H12 CC(C)([CH]=[C]=[CH2])[CH]=[C]=[CH2] 77.77893998 1 0 0 0 1 0 0 0 0 0
C9H12 C1CC12C3(CC3)C24CC4 104.1587908 0 1 0 0 1 0 0 0 0 0
C9H12 C1CC12CC23CC34CC4 104.6005572 0 0 1 0 1 0 0 0 0 0
C9H12O Cc1cc(C)c(O)c(C)c1 -45.87645978 0 1 1 0 0 0 1 0 0 0
C9H12O CC(C)c1ccccc1O -41.22159802 0 1 1 0 0 0 1 0 0 0
C9H12O CC(C)c1cccc(O)c1 -41.50272205 0 1 1 0 0 0 1 0 0 0
C9H12O CC(C)c1ccc(O)cc1 -41.02330518 0 1 1 0 0 0 1 0 0 0
C9H12O2 CC(C)c1cccc(O)c1O -83.63278004 0 1 1 0 0 0 1 0 0 0
C9H12O2 COC(OC)c1ccccc1 -60.83349555 0 1 1 0 0 0 1 0 0 0
C9H12O2 CC(C)(OO)c1ccccc1 -22.00449365 0 1 1 0 0 0 1 0 0 0
C9H12S CCSCc1ccccc1 11.27382596 0 1 1 0 0 0 0 1 0 0
C9H13N CN(C)c1ccc(C)cc1 16.62296861 0 0 0 1 0 1 0 0 0 0
C9H13N CN(C)c1cccc(C)c1 16.09460603 0 0 0 1 0 1 0 0 0 0
C9H13NO CN(C)\C=C\C=C\C=C\C=O 10.13855936 1 0 0 0 0 1 1 0 0 0
C9H14 C1CC2CC=CC(C1)C2 -7.077286678 1 0 0 0 1 0 0 0 0 0
C9H14 CC1=CC2CCC1CC2 -4.192000296 1 0 0 0 1 0 0 0 0 0
C9H14 C=C1CC2CCC1CC2 -2.412384772 1 0 0 0 1 0 0 0 0 0
C9H14 CC1CC2CCC1C=C2 -1.237060415 1 0 0 0 1 0 0 0 0 0
C9H14 C1CC2CCC(C1)C=C2 1.203949595 1 0 0 0 1 0 0 0 0 0
C9H14 C1CC2CCC=C(C1)C2 9.975270397 1 0 0 0 1 0 0 0 0 0
C9H14 C1CC=C2CCC(C1)C2 28.07074743 0 1 0 0 1 0 0 0 0 0
C9H14O O=C1CC2CCCC(C2)C1 -61.13566325 0 1 0 0 0 0 1 0 0 0
C9H14O O=C1CC2CCCCC2C1 -59.67419479 0 1 0 0 0 0 1 0 0 0
C9H14O O=C1CC2CCCCC2C1 -59.67419479 0 1 0 0 0 0 1 0 0 0
C9H14O O=C1C2CCCC1CCC2 -55.79932671 0 1 0 0 0 0 1 0 0 0
C9H14O6 CC(=O)OCC(COC(C)=O)OC(C)=O -283.0070691 1 0 0 0 0 0 1 0 0 0
C9H16 C1CCC2CCCC2C1 -31.00050691 0 1 0 0 1 0 0 0 0 0
C9H16 CC12CCC(C)(CC1)C2 -31.8432515 0 1 0 0 1 0 0 0 0 0
C9H16 CC1C2CCC(C2)C1C -26.9838218 0 1 0 0 1 0 0 0 0 0
C9H16 C1CCCC2CC2CC1 3.43216694 0 1 0 0 1 0 0 0 0 0
C9H16 CCCCC#CCCC 10.6108699 1 0 0 0 1 0 0 0 0 0
C9H16N2 CC(C)(C#N)N1CCCCC1 9.597111479 0 0 0 1 0 1 0 0 0 0
C9H16N2O2 CCOC(C)(OCC)n1ccnc1 -75.57414757 1 0 0 0 0 1 1 0 0 1
C9H16O O=C1CCCCCCCC1 -61.97721993 1 0 0 0 0 0 1 0 0 0
C9H16O2 CCC(=O)CC(=O)C(C)(C)C -111.3681846 1 0 0 0 0 0 1 0 0 0
C9H16O2 CC(C)C(=O)CC(=O)C(C)C -109.3225052 1 0 0 0 0 0 1 0 0 0
C9H16O2 O=C1CCCCCCCCO1 -111.2414277 0 0 0 1 0 0 1 0 0 0
C9H16O2 CCCCC(C(C)=O)C(C)=O -109.688343 1 0 0 0 0 0 1 0 0 0
C9H16O2 C/C=C/C(=O)OCCC(C)C -105.3754736 1 0 0 0 0 0 1 0 0 0
C9H16O2 CCCCOC(=O)/C=C/CC -103.5839354 1 0 0 0 0 0 1 0 0 0
C9H16O2 CCCCOC(=O)C\C=C\C -102.2078082 1 0 0 0 0 0 1 0 0 0
C9H16O2 CCCCOC(=O)CCC=C -99.92179289 1 0 0 0 0 0 1 0 0 0
C9H16OS CC1(C)CC(=O)CC(C)(C)S1 -69.89683869 0 0 0 1 0 0 1 1 0 0
C9H17ClO2 CC(C)CCOC(=O)CC(C)Cl -141.3869079 1 0 0 0 0 0 1 0 1 0
C9H17N C1CC[C@@H]2NCCC[C@H]2C1 -27.51363865 0 0 0 1 0 1 0 0 0 0
C9H17N CC1CCC2CCC(C)N12 -17.7075555 0 0 0 1 0 1 0 0 0 0
C9H17N5S CCNc1nc(NC(C)C)nc(SC)n1 2.541041977 0 0 1 1 0 1 0 1 0 1
C9H17NO2 CC1(C)CC(=O)CC(C)(C)N1O -74.89442319 0 0 0 1 0 1 1 0 0 1
C9H18 CC1CC(C)CC(C)C1 -49.86286705 0 1 0 0 1 0 0 0 0 0
C9H18 CCCC1CCCCC1 -44.12994483 0 1 0 0 1 0 0 0 0 0
C9H18N2 CCCC(C#N)N(CC)CC 0.711516925 1 0 0 0 0 1 0 0 0 0
C9H18O CC(C)CC(=O)CC(C)C -84.53309805 1 0 0 0 0 0 1 0 0 0
C9H18O CC(=O)C(C)(C)C(C)(C)C -84.92027111 1 0 0 0 0 0 1 0 0 0
C9H18O CC(C)(C)C(=O)C(C)(C)C -83.08104223 1 0 0 0 0 0 1 0 0 0
C9H18O CCCCC(=O)CCCC -81.65408676 1 0 0 0 0 0 1 0 0 0
C9H18O CCCCCCCC(C)=O -81.87183238 1 0 0 0 0 0 1 0 0 0
C9H18O2 CCCCCCCCC(O)=O -133.2011723 1 0 0 0 0 0 1 0 0 0
C9H18O2 CCCC(=O)OCC(C)(C)C -135.7281511 1 0 0 0 0 0 1 0 0 0
C9H18O2 CCCCC(=O)OC(C)CC -135.6032768 1 0 0 0 0 0 1 0 0 0
C9H18O2 CCCCC(=O)OCC(C)C -132.5962536 1 0 0 0 0 0 1 0 0 0
C9H18O2 CCCCOC(=O)C(C)(C)C -134.7128415 1 0 0 0 0 0 1 0 0 0
C9H18O2 CCCCOC(=O)CCCC -130.7080791 1 0 0 0 0 0 1 0 0 0
C9H18O2 CCCCOC(=O)C(C)CC -132.5837035 1 0 0 0 0 0 1 0 0 0
C9H18O2 CCCCCCC(=O)OCC -130.9069994 1 0 0 0 0 0 1 0 0 0
C9H18O2 CCCCCCCC(=O)OC -128.3291924 1 0 0 0 0 0 1 0 0 0
C9H18O3 CCOC1OC(C)(C)C(C)(C)O1 -164.5223878 0 0 0 1 0 0 1 0 0 1
C9H19N CC1(C)CCCC(C)(C)N1 -41.89307449 0 0 0 1 0 1 0 0 0 0
C9H19NS2 CC(C)CN(CC(C)C)C(S)=S -19.35009652 1 0 0 0 0 1 0 1 0 1
C9H20 CC(C)CCC(C)(C)C -60.56949273 1 0 0 0 1 0 0 0 0 0
C9H20 CCCCCC(C)(C)C -58.36254357 1 0 0 0 1 0 0 0 0 0
C9H20 CCC(C)CC(C)(C)C -57.44638043 1 0 0 0 1 0 0 0 0 0
C9H20 CC(C)CC(C)C(C)C -57.80782562 1 0 0 0 1 0 0 0 0 0
C9H20 CC(C)(C)CC(C)(C)C -58.42905953 1 0 0 0 1 0 0 0 0 0
C9H20 CCCC(C)C(C)(C)C -58.183076 1 0 0 0 1 0 0 0 0 0
C9H20 CCC(C)(C)CC(C)C -57.11882073 1 0 0 0 1 0 0 0 0 0
C9H20 CC(C)C(C)C(C)(C)C -53.87334419 1 0 0 0 1 0 0 0 0 0
C9H20 CCC(C)(C)C(C)(C)C -57.70742418 1 0 0 0 1 0 0 0 0 0
C9H20 CC(C)C(C)(C)C(C)C -56.92178291 1 0 0 0 1 0 0 0 0 0
C9H20 CCC(CC)(CC)CC -52.48717681 1 0 0 0 1 0 0 0 0 0
C9H20 CCCCCCCCC -54.82213779 1 0 0 0 1 0 0 0 0 0
C9H20 CCC(C(C)C)C(C)C -55.36116803 1 0 0 0 1 0 0 0 0 0
C9H20N2O CCN(CC)C(=O)N(CC)CC -74.98218206 1 0 0 0 0 1 1 0 0 0
C9H20O CC(C)(C)C(O)C(C)(C)C -95.18764048 1 0 0 0 0 0 1 0 0 0
C9H20O CC(CCO)CC(C)(C)C -90.52399359 1 0 0 0 0 0 1 0 0 0
C9H20O CCCCCOC(C)(C)C -91.13895241 1 0 0 0 0 0 1 0 0 0
C9H20O2 OCCCCCCCCCO -126.2980129 1 0 0 0 0 0 1 0 0 0
C9H20O2 CCCCOCOCCCC -119.8422003 1 0 0 0 0 0 1 0 0 0
C9H20O3 CCOCC(O)COC(C)(C)C -162.8752438 1 0 0 0 0 0 1 0 0 0
C9H20O4 CCOC(OCC)(OCC)OCC -208.5984183 1 0 0 0 0 0 1 0 0 1
C9H20O4 CCOCC(O)COOC(C)(C)C -149.5874719 1 0 0 0 0 0 1 0 0 0
C9H21N CCCN(CCC)CCC -39.29148929 1 0 0 0 0 1 0 0 0 0
C9H5Cl2NO Oc1c(Cl)cc(Cl)c2cccnc12 -7.790187875 0 1 1 0 0 1 1 0 1 0
C9H6ClNO Oc1ccc(Cl)c2cccnc12 0.824136392 0 0 1 1 0 1 1 0 1 0
C9H6O2 O=C1Oc2ccccc2C=C1 -40.50953271 0 0 1 1 0 0 1 0 0 0
C9H6O2 O=C1C=COc2ccccc12 -30.94817808 0 0 1 1 0 0 1 0 0 0
C9H7N c1ccc2ncccc2c1 47.37550351 0 0 1 1 0 1 0 0 0 0
C9H7N c1ccc2cnccc2c1 48.40336325 0 0 1 1 0 1 0 0 0 0
C9H7NO O=C1Nc2ccccc2C=C1 -7.385055631 0 0 1 1 0 1 1 0 0 0
C9H7NO O=C1C=CNc2ccccc12 1.996831428 0 0 1 1 0 1 1 0 0 0
C9H7NO O=C(CC#N)c1ccccc1 16.97735378 0 1 1 0 0 1 1 0 0 0
C9H7NO o1ccc(n1)c2ccccc2 40.72731442 0 0 1 1 0 1 1 0 0 0
C9H7NO o1nccc1c2ccccc2 39.54445995 0 0 1 1 0 1 1 0 0 0
C9H7NO2 CN1C(=O)c2ccccc2C1=O -56.06819011 0 0 1 1 0 1 1 0 0 0
C9H8 CC#Cc1ccccc1 66.52783784 0 1 1 0 1 0 0 0 0 0
C9H8N2 Nc1cccc2cccnc12 45.23361604 0 0 1 1 0 1 0 0 0 0
C9H8N2 Nc1ccc2ncccc2c1 47.95135752 0 0 1 1 0 1 0 0 0 0
C9H8N2 Nc1cnc2ccccc2c1 48.42073426 0 0 1 1 0 1 0 0 0 0
C9H8O2 OC(=O)\C=C\c1ccccc1 -50.09417229 0 1 1 0 0 0 1 0 0 0
C9H9N Cc1cccc(C)c1C#N 33.06760369 0 1 1 0 0 1 0 0 0 0
